CVE	Problem 
CVE-2017-14910	CWE-125
CVE-2017-14911	CWE-287
CVE-2017-14912	CWE-119
CVE-2017-14913	CWE-20
CVE-2017-14914	CWE-20
CVE-2017-14915	CWE-416
CVE-2017-14916	CWE-119
CVE-2017-14917	CWE-119
CVE-2017-14918	CWE-416
CVE-2017-14919	CWE-20
CVE-2017-14920	CWE-79
CVE-2017-14921	CWE-79
CVE-2017-14922	CWE-79
CVE-2017-14923	CWE-79
CVE-2017-14924	CWE-352
CVE-2017-14925	CWE-352
CVE-2017-14926	CWE-476
CVE-2017-14927	CWE-476
CVE-2017-14928	CWE-476
CVE-2017-14929	CWE-835
CVE-2017-1493	CWE-269
CVE-2017-14930	CWE-772
CVE-2017-14931	CWE-125
CVE-2017-14932	CWE-835
CVE-2017-14933	CWE-835
CVE-2017-14934	CWE-131
CVE-2017-14934	CWE-835
CVE-2017-14935	CWE-20
CVE-2017-14937	CWE-327
CVE-2017-14938	CWE-770
CVE-2017-14939	CWE-125
CVE-2017-1494	CWE-79
CVE-2017-14940	CWE-476
CVE-2017-14941	CWE-200
CVE-2017-14942	CWE-552
CVE-2017-14943	CWE-200
CVE-2017-14944	CWE-20
CVE-2017-14945	CWE-119
CVE-2017-14946	CWE-119
CVE-2017-14947	CWE-119
CVE-2017-14948	CWE-120
CVE-2017-14949	CWE-611
CVE-2017-1495	CWE-119
CVE-2017-14952	CWE-415
CVE-2017-14953	CWE-311
CVE-2017-14954	CWE-200
CVE-2017-14955	CWE-200
CVE-2017-14955	CWE-362
CVE-2017-14956	CWE-352
CVE-2017-14957	CWE-79
CVE-2017-14958	CWE-434
CVE-2017-1496	CWE-79
CVE-2017-14960	CWE-89
CVE-2017-14961	CWE-20
CVE-2017-14962	CWE-787
CVE-2017-14963	CWE-20
CVE-2017-14964	CWE-20
CVE-2017-14965	CWE-20
CVE-2017-14966	CWE-20
CVE-2017-14967	CWE-20
CVE-2017-14968	CWE-20
CVE-2017-14969	CWE-787
CVE-2017-1497	CWE-200
CVE-2017-14970	CWE-772
CVE-2017-14971	CWE-200
CVE-2017-14972	CWE-287
CVE-2017-14973	CWE-79
CVE-2017-14974	CWE-476
CVE-2017-14975	CWE-476
CVE-2017-14976	CWE-125
CVE-2017-14977	CWE-476
CVE-2017-14979	NVD-CWE-noinfo
CVE-2017-1498	CWE-79
CVE-2017-14980	CWE-119
CVE-2017-14981	CWE-79
CVE-2017-14983	CWE-79
CVE-2017-14984	CWE-79
CVE-2017-14985	CWE-79
CVE-2017-14988	CWE-400
CVE-2017-14989	CWE-416
CVE-2017-1499	CWE-434
CVE-2017-14990	CWE-312
CVE-2017-14991	CWE-200
CVE-2017-14992	CWE-20
CVE-2017-14993	CWE-425
CVE-2017-14994	CWE-476
CVE-2017-14995	CWE-79
CVE-2017-14997	CWE-191
CVE-2017-1500	CWE-79
CVE-2017-15008	CWE-79
CVE-2017-15009	CWE-79
CVE-2017-1501	CWE-200
CVE-2017-15010	CWE-400
CVE-2017-15011	CWE-119
CVE-2017-15012	CWE-20
CVE-2017-15013	CWE-269
CVE-2017-15014	CWE-269
CVE-2017-15015	CWE-476
CVE-2017-15016	CWE-476
CVE-2017-15017	CWE-476
CVE-2017-15018	CWE-125
CVE-2017-15019	CWE-476
CVE-2017-1502	CWE-79
CVE-2017-15020	CWE-125
CVE-2017-15021	CWE-125
CVE-2017-15022	CWE-476
CVE-2017-15023	CWE-476
CVE-2017-15024	CWE-835
CVE-2017-15025	CWE-369
CVE-2017-15029	CWE-918
CVE-2017-1503	CWE-79
CVE-2017-15030	CWE-79
CVE-2017-15031	CWE-200
CVE-2017-15032	CWE-772
CVE-2017-15033	CWE-772
CVE-2017-15035	CWE-119
CVE-2017-15037	CWE-125
CVE-2017-15037	CWE-362
CVE-2017-15038	CWE-362
CVE-2017-15039	CWE-79
CVE-2017-1504	NVD-CWE-noinfo
CVE-2017-15041	NVD-CWE-noinfo
CVE-2017-15042	CWE-319
CVE-2017-15043	CWE-20
CVE-2017-15044	NVD-CWE-noinfo
CVE-2017-15045	CWE-125
CVE-2017-15046	CWE-119
CVE-2017-15047	CWE-119
CVE-2017-15048	CWE-119
CVE-2017-15049	CWE-78
CVE-2017-15051	CWE-79
CVE-2017-15052	CWE-269
CVE-2017-15053	CWE-269
CVE-2017-15054	CWE-434
CVE-2017-15055	CWE-269
CVE-2017-15056	CWE-476
CVE-2017-1506	CWE-79
CVE-2017-15063	CWE-352
CVE-2017-1507	CWE-200
CVE-2017-15079	CWE-22
CVE-2017-1508	NVD-CWE-noinfo
CVE-2017-15081	CWE-89
CVE-2017-15084	CWE-352
CVE-2017-15085	CWE-200
CVE-2017-15086	NVD-CWE-noinfo
CVE-2017-15087	CWE-200
CVE-2017-15088	CWE-119
CVE-2017-15089	CWE-502
CVE-2017-1509	CWE-200
CVE-2017-15090	CWE-347
CVE-2017-15091	CWE-358
CVE-2017-15092	CWE-79
CVE-2017-15093	CWE-20
CVE-2017-15094	CWE-772
CVE-2017-15095	CWE-502
CVE-2017-15096	CWE-476
CVE-2017-15097	CWE-59
CVE-2017-15098	CWE-200
CVE-2017-15099	CWE-200
CVE-2017-15100	CWE-79
CVE-2017-15101	CWE-119
CVE-2017-15102	CWE-476
CVE-2017-15103	CWE-20
CVE-2017-15104	CWE-200
CVE-2017-15105	CWE-20
CVE-2017-15107	NVD-CWE-noinfo
CVE-2017-15108	CWE-78
CVE-2017-15108	CWE-78
CVE-2017-15110	CWE-200
CVE-2017-15111	CWE-59
CVE-2017-15112	CWE-200
CVE-2017-15113	CWE-532
CVE-2017-15114	CWE-295
CVE-2017-15115	CWE-416
CVE-2017-15116	CWE-476
CVE-2017-15118	CWE-787
CVE-2017-15119	CWE-400
CVE-2017-15120	CWE-476
CVE-2017-15121	CWE-20
CVE-2017-15123	CWE-306
CVE-2017-15124	CWE-20
CVE-2017-15125	CWE-79
CVE-2017-15126	CWE-416
CVE-2017-15127	NVD-CWE-noinfo
CVE-2017-15128	CWE-119
CVE-2017-15129	CWE-416
CVE-2017-15130	NVD-CWE-noinfo
CVE-2017-15131	CWE-276
CVE-2017-15132	CWE-772
CVE-2017-15133	CWE-400
CVE-2017-15134	CWE-119
CVE-2017-15135	CWE-287
CVE-2017-15136	NVD-CWE-noinfo
CVE-2017-15137	CWE-20
CVE-2017-15138	CWE-200
CVE-2017-15139	CWE-200
CVE-2017-1515	CWE-200
CVE-2017-1516	CWE-20
CVE-2017-15185	CWE-20
CVE-2017-15186	CWE-415
CVE-2017-15188	CWE-79
CVE-2017-15189	CWE-772
CVE-2017-1519	CWE-20
CVE-2017-15190	NVD-CWE-noinfo
CVE-2017-15191	CWE-134
CVE-2017-15192	NVD-CWE-noinfo
CVE-2017-15193	CWE-400
CVE-2017-15194	CWE-79
CVE-2017-15195	CWE-639
CVE-2017-15196	CWE-639
CVE-2017-15197	CWE-639
CVE-2017-15198	CWE-200
CVE-2017-15199	CWE-639
CVE-2017-1520	CWE-287
CVE-2017-15200	CWE-639
CVE-2017-15201	CWE-639
CVE-2017-15202	CWE-639
CVE-2017-15203	CWE-639
CVE-2017-15204	CWE-639
CVE-2017-15205	CWE-200
CVE-2017-15206	CWE-639
CVE-2017-15207	CWE-639
CVE-2017-15208	CWE-639
CVE-2017-15209	CWE-639
CVE-2017-1521	CWE-79
CVE-2017-15210	CWE-200
CVE-2017-15211	CWE-639
CVE-2017-15212	CWE-200
CVE-2017-15213	CWE-79
CVE-2017-15214	CWE-79
CVE-2017-15215	CWE-79
CVE-2017-15216	CWE-79
CVE-2017-15217	CWE-772
CVE-2017-15218	CWE-772
CVE-2017-15219	CWE-79
CVE-2017-1522	CWE-79
CVE-2017-15220	CWE-119
CVE-2017-15221	CWE-119
CVE-2017-15222	CWE-120
CVE-2017-15223	CWE-835
CVE-2017-15225	CWE-772
CVE-2017-15226	CWE-78
CVE-2017-15227	CWE-416
CVE-2017-15228	CWE-125
CVE-2017-1523	CWE-306
CVE-2017-15232	CWE-476
CVE-2017-15235	CWE-425
CVE-2017-15236	CWE-200
CVE-2017-15238	CWE-416
CVE-2017-15239	CWE-119
CVE-2017-1524	CWE-200
CVE-2017-15240	CWE-119
CVE-2017-15241	CWE-119
CVE-2017-15242	CWE-119
CVE-2017-15243	CWE-119
CVE-2017-15244	CWE-119
CVE-2017-15245	CWE-119
CVE-2017-15246	CWE-119
CVE-2017-15247	CWE-119
CVE-2017-15248	CWE-119
CVE-2017-15249	CWE-119
CVE-2017-15250	CWE-119
CVE-2017-15251	CWE-119
CVE-2017-15252	CWE-119
CVE-2017-15253	CWE-119
CVE-2017-15254	CWE-119
CVE-2017-15255	CWE-119
CVE-2017-15256	CWE-119
CVE-2017-15257	CWE-119
CVE-2017-15258	CWE-119
CVE-2017-15259	CWE-119
CVE-2017-15260	CWE-119
CVE-2017-15261	CWE-119
CVE-2017-15262	CWE-119
CVE-2017-15263	CWE-119
CVE-2017-15264	CWE-119
CVE-2017-15265	CWE-362
CVE-2017-15265	CWE-416
CVE-2017-15266	CWE-369
CVE-2017-15267	CWE-476
CVE-2017-15268	CWE-772
CVE-2017-15269	CWE-610
CVE-2017-1527	CWE-611
CVE-2017-15270	CWE-20
CVE-2017-15271	CWE-416
CVE-2017-15272	CWE-522
CVE-2017-15272	CWE-287
CVE-2017-15273	CWE-79
CVE-2017-15274	CWE-476
CVE-2017-15275	CWE-119
CVE-2017-15276	CWE-22
CVE-2017-15277	CWE-200
CVE-2017-15278	CWE-79
CVE-2017-15279	CWE-79
CVE-2017-15280	CWE-611
CVE-2017-15281	CWE-119
CVE-2017-15284	CWE-79
CVE-2017-15285	CWE-20
CVE-2017-15286	CWE-476
CVE-2017-15287	CWE-79
CVE-2017-15288	CWE-732
CVE-2017-15289	CWE-787
CVE-2017-15290	CWE-319
CVE-2017-15291	CWE-79
CVE-2017-15293	CWE-287
CVE-2017-15294	CWE-79
CVE-2017-15295	CWE-287
CVE-2017-15296	CWE-352
CVE-2017-15297	CWE-287
CVE-2017-15298	CWE-400
CVE-2017-15299	CWE-476
CVE-2017-1530	CWE-79
CVE-2017-15300	NVD-CWE-noinfo
CVE-2017-15302	NVD-CWE-noinfo
CVE-2017-15303	CWE-787
CVE-2017-15304	CWE-384
CVE-2017-15305	CWE-79
CVE-2017-15306	CWE-476
CVE-2017-15307	NVD-CWE-noinfo
CVE-2017-15308	CWE-20
CVE-2017-15309	CWE-22
CVE-2017-1531	CWE-79
CVE-2017-15310	CWE-20
CVE-2017-15311	CWE-119
CVE-2017-15312	CWE-79
CVE-2017-15313	CWE-74
CVE-2017-15314	CWE-772
CVE-2017-15315	CWE-772
CVE-2017-15316	CWE-415
CVE-2017-15317	CWE-125
CVE-2017-15318	CWE-125
CVE-2017-15319	CWE-125
CVE-2017-1532	CWE-79
CVE-2017-15320	CWE-125
CVE-2017-15321	CWE-200
CVE-2017-15322	CWE-20
CVE-2017-15323	CWE-400
CVE-2017-15324	CWE-20
CVE-2017-15325	CWE-190
CVE-2017-15326	CWE-327
CVE-2017-15327	CWE-200
CVE-2017-15328	CWE-200
CVE-2017-15329	CWE-89
CVE-2017-1533	CWE-79
CVE-2017-15330	CWE-415
CVE-2017-15331	CWE-125
CVE-2017-15332	CWE-772
CVE-2017-15333	CWE-20
CVE-2017-15334	CWE-119
CVE-2017-15335	CWE-119
CVE-2017-15336	CWE-119
CVE-2017-15337	CWE-119
CVE-2017-15338	CWE-119
CVE-2017-15339	CWE-119
CVE-2017-1534	CWE-601
CVE-2017-15340	NVD-CWE-noinfo
CVE-2017-15341	CWE-295
CVE-2017-15342	CWE-119
CVE-2017-15343	CWE-190
CVE-2017-15344	CWE-190
CVE-2017-15345	CWE-400
CVE-2017-15346	CWE-20
CVE-2017-15347	CWE-416
CVE-2017-15348	CWE-20
CVE-2017-15349	CWE-772
CVE-2017-1535	CWE-79
CVE-2017-15350	CWE-119
CVE-2017-15351	CWE-287
CVE-2017-15352	CWE-732
CVE-2017-15353	CWE-125
CVE-2017-15354	CWE-119
CVE-2017-15355	CWE-119
CVE-2017-15356	CWE-119
CVE-2017-15357	CWE-59
CVE-2017-15357	CWE-362
CVE-2017-15358	CWE-362
CVE-2017-15359	CWE-22
CVE-2017-1536	CWE-79
CVE-2017-15360	CWE-79
CVE-2017-15361	NVD-CWE-noinfo
CVE-2017-15362	CWE-79
CVE-2017-15363	CWE-22
CVE-2017-15364	CWE-415
CVE-2017-15365	NVD-CWE-noinfo
CVE-2017-15366	CWE-532
CVE-2017-15367	CWE-89
CVE-2017-15368	CWE-125
CVE-2017-15369	CWE-416
CVE-2017-15370	CWE-119
CVE-2017-15371	CWE-617
CVE-2017-15372	CWE-119
CVE-2017-15373	CWE-89
CVE-2017-15374	CWE-79
CVE-2017-15375	CWE-79
CVE-2017-15376	CWE-94
CVE-2017-15377	NVD-CWE-noinfo
CVE-2017-15378	CWE-89
CVE-2017-15379	CWE-89
CVE-2017-1538	CWE-200
CVE-2017-15380	CWE-79
CVE-2017-15381	CWE-89
CVE-2017-15383	CWE-428
CVE-2017-15384	CWE-79
CVE-2017-15385	CWE-119
CVE-2017-15386	CWE-20
CVE-2017-15387	NVD-CWE-noinfo
CVE-2017-15388	CWE-125
CVE-2017-15389	CWE-20
CVE-2017-1539	NVD-CWE-noinfo
CVE-2017-15390	CWE-20
CVE-2017-15391	NVD-CWE-noinfo
CVE-2017-15392	CWE-20
CVE-2017-15393	CWE-668
CVE-2017-15394	CWE-20
CVE-2017-15395	CWE-416
CVE-2017-15396	CWE-119
CVE-2017-15397	CWE-311
CVE-2017-15398	CWE-119
CVE-2017-15399	CWE-416
CVE-2017-1540	CWE-79
CVE-2017-15400	CWE-93
CVE-2017-15401	CWE-787
CVE-2017-15401	CWE-125
CVE-2017-15402	CWE-20
CVE-2017-15403	CWE-77
CVE-2017-15404	CWE-367
CVE-2017-15405	CWE-362
CVE-2017-15406	CWE-119
CVE-2017-15407	CWE-787
CVE-2017-15408	CWE-119
CVE-2017-15409	CWE-119
CVE-2017-1541	CWE-20
CVE-2017-15410	CWE-416
CVE-2017-15411	CWE-416
CVE-2017-15412	CWE-416
CVE-2017-15413	CWE-704
CVE-2017-15415	CWE-119
CVE-2017-15416	CWE-119
CVE-2017-15417	CWE-119
CVE-2017-15418	CWE-119
CVE-2017-15419	CWE-601
CVE-2017-15420	CWE-20
CVE-2017-15422	CWE-190
CVE-2017-15423	CWE-310
CVE-2017-15424	CWE-20
CVE-2017-15425	CWE-20
CVE-2017-15426	CWE-20
CVE-2017-15427	CWE-79
CVE-2017-15428	CWE-787
CVE-2017-15428	CWE-125
CVE-2017-15429	CWE-79
CVE-2017-15430	NVD-CWE-noinfo
CVE-2017-1544	CWE-200
CVE-2017-1545	NVD-CWE-noinfo
CVE-2017-1546	CWE-79
CVE-2017-1548	CWE-22
CVE-2017-1549	CWE-79
CVE-2017-1550	NVD-CWE-noinfo
CVE-2017-1551	CWE-20
CVE-2017-15515	CWE-79
CVE-2017-15516	CWE-352
CVE-2017-15517	CWE-200
CVE-2017-15518	CWE-200
CVE-2017-15519	CWE-287
CVE-2017-1552	CWE-79
CVE-2017-15524	NVD-CWE-noinfo
CVE-2017-15525	NVD-CWE-noinfo
CVE-2017-15526	CWE-476
CVE-2017-15527	CWE-22
CVE-2017-15528	CWE-295
CVE-2017-15529	CWE-400
CVE-2017-1553	CWE-79
CVE-2017-15530	CWE-200
CVE-2017-15531	CWE-287
CVE-2017-15532	CWE-22
CVE-2017-15533	CWE-203
CVE-2017-15534	CWE-287
CVE-2017-15535	NVD-CWE-noinfo
CVE-2017-15536	CWE-269
CVE-2017-15537	CWE-200
CVE-2017-15538	CWE-79
CVE-2017-15539	CWE-89
CVE-2017-1554	CWE-79
CVE-2017-15546	CWE-89
CVE-2017-15548	CWE-287
CVE-2017-15549	CWE-434
CVE-2017-1555	CWE-20
CVE-2017-15550	CWE-22
CVE-2017-1556	CWE-20
CVE-2017-15565	CWE-476
CVE-2017-15566	CWE-426
CVE-2017-15567	NVD-CWE-noinfo
CVE-2017-15568	CWE-79
CVE-2017-15569	CWE-79
CVE-2017-1557	NVD-CWE-noinfo
CVE-2017-15570	CWE-79
CVE-2017-15571	CWE-79
CVE-2017-15572	CWE-532
CVE-2017-15573	CWE-79
CVE-2017-15574	CWE-79
CVE-2017-15575	NVD-CWE-noinfo
CVE-2017-15576	CWE-200
CVE-2017-15577	CWE-200
CVE-2017-15578	CWE-89
CVE-2017-15579	CWE-89
CVE-2017-1558	CWE-601
CVE-2017-15580	CWE-434
CVE-2017-15581	CWE-311
CVE-2017-15582	CWE-798
CVE-2017-15583	CWE-200
CVE-2017-15587	CWE-190
CVE-2017-15588	CWE-362
CVE-2017-15589	CWE-200
CVE-2017-1559	CWE-200
CVE-2017-15590	NVD-CWE-noinfo
CVE-2017-15591	CWE-20
CVE-2017-15592	CWE-668
CVE-2017-15593	CWE-772
CVE-2017-15594	NVD-CWE-noinfo
CVE-2017-15595	CWE-400
CVE-2017-15596	CWE-400
CVE-2017-15597	CWE-200
CVE-2017-15597	CWE-119
CVE-2017-1560	CWE-79
CVE-2017-15600	CWE-476
CVE-2017-15601	CWE-119
CVE-2017-15602	CWE-835
CVE-2017-15607	CWE-22
CVE-2017-15608	CWE-352
CVE-2017-15609	CWE-311
CVE-2017-1561	CWE-79
CVE-2017-15610	CWE-200
CVE-2017-15611	CWE-732
CVE-2017-15612	CWE-79
CVE-2017-15613	NVD-CWE-noinfo
CVE-2017-15614	NVD-CWE-noinfo
CVE-2017-15615	NVD-CWE-noinfo
CVE-2017-15616	NVD-CWE-noinfo
CVE-2017-15617	NVD-CWE-noinfo
CVE-2017-15618	NVD-CWE-noinfo
CVE-2017-15619	NVD-CWE-noinfo
CVE-2017-1562	CWE-79
CVE-2017-15620	NVD-CWE-noinfo
CVE-2017-15621	NVD-CWE-noinfo
CVE-2017-15622	NVD-CWE-noinfo
CVE-2017-15623	NVD-CWE-noinfo
CVE-2017-15624	NVD-CWE-noinfo
CVE-2017-15625	NVD-CWE-noinfo
CVE-2017-15626	NVD-CWE-noinfo
CVE-2017-15627	NVD-CWE-noinfo
CVE-2017-15628	NVD-CWE-noinfo
CVE-2017-15629	NVD-CWE-noinfo
CVE-2017-1563	CWE-79
CVE-2017-15630	NVD-CWE-noinfo
CVE-2017-15631	NVD-CWE-noinfo
CVE-2017-15632	NVD-CWE-noinfo
CVE-2017-15633	NVD-CWE-noinfo
CVE-2017-15634	NVD-CWE-noinfo
CVE-2017-15635	NVD-CWE-noinfo
CVE-2017-15636	NVD-CWE-noinfo
CVE-2017-15637	NVD-CWE-noinfo
CVE-2017-15638	NVD-CWE-noinfo
CVE-2017-15639	CWE-611
CVE-2017-1564	CWE-79
CVE-2017-15640	CWE-79
CVE-2017-15642	CWE-416
CVE-2017-15643	CWE-444
CVE-2017-15644	CWE-918
CVE-2017-15645	CWE-352
CVE-2017-15646	CWE-79
CVE-2017-15647	CWE-22
CVE-2017-15648	CWE-79
CVE-2017-15649	CWE-362
CVE-2017-1565	CWE-79
CVE-2017-15650	CWE-119
CVE-2017-15651	CWE-20
CVE-2017-15652	CWE-200
CVE-2017-15653	CWE-613
CVE-2017-15654	CWE-330
CVE-2017-15655	CWE-119
CVE-2017-15656	CWE-522
CVE-2017-15662	CWE-358
CVE-2017-15663	CWE-358
CVE-2017-15664	CWE-358
CVE-2017-15665	CWE-358
CVE-2017-15667	CWE-20
CVE-2017-1567	CWE-79
CVE-2017-15670	CWE-119
CVE-2017-15671	CWE-772
CVE-2017-15672	CWE-125
CVE-2017-15673	CWE-434
CVE-2017-1568	CWE-79
CVE-2017-15680	CWE-862
CVE-2017-15681	CWE-22
CVE-2017-15682	CWE-79
CVE-2017-15683	CWE-91
CVE-2017-15684	CWE-22
CVE-2017-15685	CWE-91
CVE-2017-15686	CWE-79
CVE-2017-15687	CWE-79
CVE-2017-1569	NVD-CWE-noinfo
CVE-2017-15691	CWE-611
CVE-2017-15692	CWE-502
CVE-2017-15693	CWE-502
CVE-2017-15694	CWE-88
CVE-2017-15695	CWE-863
CVE-2017-15696	CWE-200
CVE-2017-15697	CWE-20
CVE-2017-15698	CWE-295
CVE-2017-15699	CWE-20
CVE-2017-1570	CWE-200
CVE-2017-15700	CWE-200
CVE-2017-15701	CWE-400
CVE-2017-15702	NVD-CWE-noinfo
CVE-2017-15703	CWE-502
CVE-2017-15705	CWE-20
CVE-2017-15706	CWE-358
CVE-2017-15707	CWE-20
CVE-2017-15708	CWE-74
CVE-2017-15709	CWE-200
CVE-2017-1571	CWE-327
CVE-2017-15710	CWE-787
CVE-2017-15712	CWE-22
CVE-2017-15713	CWE-200
CVE-2017-15714	CWE-74
CVE-2017-15715	CWE-20
CVE-2017-15717	CWE-79
CVE-2017-15718	NVD-CWE-noinfo
CVE-2017-15719	CWE-79
CVE-2017-15720	CWE-20
CVE-2017-15721	CWE-476
CVE-2017-15722	CWE-125
CVE-2017-15723	CWE-476
CVE-2017-15725	CWE-611
CVE-2017-15727	CWE-79
CVE-2017-15728	CWE-79
CVE-2017-15729	CWE-352
CVE-2017-15730	CWE-352
CVE-2017-15731	CWE-352
CVE-2017-15732	CWE-352
CVE-2017-15733	CWE-352
CVE-2017-15734	CWE-352
CVE-2017-15735	CWE-352
CVE-2017-15736	CWE-79
CVE-2017-15737	CWE-119
CVE-2017-15738	CWE-119
CVE-2017-15739	CWE-119
CVE-2017-15740	CWE-119
CVE-2017-15741	CWE-119
CVE-2017-15742	CWE-119
CVE-2017-15743	CWE-119
CVE-2017-15744	CWE-119
CVE-2017-15745	CWE-119
CVE-2017-15746	CWE-119
CVE-2017-15747	CWE-119
CVE-2017-15748	CWE-119
CVE-2017-15749	CWE-119
CVE-2017-1575	CWE-327
CVE-2017-15750	CWE-119
CVE-2017-15751	CWE-119
CVE-2017-15752	CWE-119
CVE-2017-15753	CWE-119
CVE-2017-15754	CWE-119
CVE-2017-15755	CWE-119
CVE-2017-15756	CWE-119
CVE-2017-15757	CWE-119
CVE-2017-15758	CWE-119
CVE-2017-15759	CWE-119
CVE-2017-15760	CWE-119
CVE-2017-15761	CWE-119
CVE-2017-15762	CWE-119
CVE-2017-15763	CWE-119
CVE-2017-15764	CWE-119
CVE-2017-15765	CWE-119
CVE-2017-15766	CWE-119
CVE-2017-15767	CWE-119
CVE-2017-15768	CWE-119
CVE-2017-15769	CWE-119
CVE-2017-1577	CWE-22
CVE-2017-15772	CWE-119
CVE-2017-15773	CWE-119
CVE-2017-15774	CWE-119
CVE-2017-15775	CWE-119
CVE-2017-15776	CWE-119
CVE-2017-15777	CWE-119
CVE-2017-15778	CWE-119
CVE-2017-15779	CWE-119
CVE-2017-15780	CWE-119
CVE-2017-15781	CWE-119
CVE-2017-15782	CWE-119
CVE-2017-15783	CWE-119
CVE-2017-15784	CWE-119
CVE-2017-15785	CWE-119
CVE-2017-15786	CWE-119
CVE-2017-15787	CWE-119
CVE-2017-15788	CWE-119
CVE-2017-15789	CWE-119
CVE-2017-15801	CWE-119
CVE-2017-15802	CWE-119
CVE-2017-15803	CWE-119
CVE-2017-15804	CWE-119
CVE-2017-15805	CWE-22
CVE-2017-15806	CWE-94
CVE-2017-15808	CWE-352
CVE-2017-15809	CWE-79
CVE-2017-15810	CWE-79
CVE-2017-15811	CWE-79
CVE-2017-15812	CWE-79
CVE-2017-15813	CWE-119
CVE-2017-15814	CWE-125
CVE-2017-15814	CWE-200
CVE-2017-15815	CWE-119
CVE-2017-15817	CWE-20
CVE-2017-15818	CWE-190
CVE-2017-15820	CWE-416
CVE-2017-15821	CWE-119
CVE-2017-15822	CWE-119
CVE-2017-15823	CWE-119
CVE-2017-15824	CWE-772
CVE-2017-15825	CWE-125
CVE-2017-15826	CWE-415
CVE-2017-15826	CWE-362
CVE-2017-15828	CWE-190
CVE-2017-15829	CWE-362
CVE-2017-1583	CWE-200
CVE-2017-15830	CWE-129
CVE-2017-15830	CWE-119
CVE-2017-15831	CWE-190
CVE-2017-15831	CWE-20
CVE-2017-15833	CWE-200
CVE-2017-15833	CWE-476
CVE-2017-15834	CWE-362
CVE-2017-15834	CWE-119
CVE-2017-15835	CWE-835
CVE-2017-15836	CWE-190
CVE-2017-15837	CWE-125
CVE-2017-15841	NVD-CWE-noinfo
CVE-2017-15842	CWE-416
CVE-2017-15843	CWE-415
CVE-2017-15843	CWE-362
CVE-2017-15844	CWE-125
CVE-2017-15845	CWE-772
CVE-2017-15845	CWE-20
CVE-2017-15846	CWE-476
CVE-2017-15847	CWE-362
CVE-2017-15848	CWE-119
CVE-2017-15849	CWE-416
CVE-2017-15850	CWE-200
CVE-2017-15851	CWE-200
CVE-2017-15852	CWE-200
CVE-2017-15853	CWE-125
CVE-2017-15854	CWE-190
CVE-2017-15854	CWE-119
CVE-2017-15855	CWE-129
CVE-2017-15855	CWE-119
CVE-2017-15856	CWE-415
CVE-2017-15856	CWE-362
CVE-2017-15857	CWE-129
CVE-2017-15859	CWE-787
CVE-2017-15860	CWE-843
CVE-2017-15861	CWE-129
CVE-2017-15862	CWE-190
CVE-2017-15863	CWE-79
CVE-2017-15864	NVD-CWE-noinfo
CVE-2017-15865	CWE-200
CVE-2017-15867	CWE-79
CVE-2017-15868	CWE-20
CVE-2017-15869	CWE-79
CVE-2017-15870	NVD-CWE-noinfo
CVE-2017-15871	CWE-835
CVE-2017-15872	CWE-79
CVE-2017-15873	CWE-190
CVE-2017-15874	CWE-191
CVE-2017-15875	CWE-89
CVE-2017-15876	CWE-434
CVE-2017-15877	CWE-732
CVE-2017-15878	CWE-79
CVE-2017-15879	CWE-20
CVE-2017-15880	CWE-89
CVE-2017-15881	CWE-79
CVE-2017-15882	CWE-400
CVE-2017-15883	CWE-287
CVE-2017-15884	CWE-362
CVE-2017-15885	CWE-79
CVE-2017-15886	CWE-918
CVE-2017-15887	CWE-307
CVE-2017-15888	CWE-79
CVE-2017-15889	CWE-77
CVE-2017-15890	CWE-79
CVE-2017-15891	NVD-CWE-noinfo
CVE-2017-15892	CWE-79
CVE-2017-15893	CWE-22
CVE-2017-15894	CWE-22
CVE-2017-15895	CWE-22
CVE-2017-15896	NVD-CWE-noinfo
CVE-2017-15897	CWE-200
CVE-2017-15906	CWE-732
CVE-2017-15907	CWE-89
CVE-2017-15908	CWE-835
CVE-2017-15909	CWE-798
CVE-2017-1591	CWE-79
CVE-2017-15911	CWE-79
CVE-2017-15913	CWE-426
CVE-2017-15914	NVD-CWE-noinfo
CVE-2017-15917	CWE-269
CVE-2017-15918	CWE-522
CVE-2017-15919	CWE-89
CVE-2017-1592	CWE-79
CVE-2017-15920	CWE-476
CVE-2017-15921	CWE-476
CVE-2017-15922	CWE-125
CVE-2017-15923	NVD-CWE-noinfo
CVE-2017-15924	CWE-78
CVE-2017-15928	CWE-20
CVE-2017-1593	CWE-79
CVE-2017-15930	CWE-476
CVE-2017-15931	CWE-125
CVE-2017-15932	CWE-125
CVE-2017-15933	CWE-89
CVE-2017-15934	CWE-79
CVE-2017-15935	CWE-94
CVE-2017-15936	CWE-79
CVE-2017-15937	CWE-200
CVE-2017-15938	CWE-119
CVE-2017-15939	CWE-476
CVE-2017-15940	CWE-77
CVE-2017-15941	CWE-79
CVE-2017-15942	NVD-CWE-noinfo
CVE-2017-15943	CWE-918
CVE-2017-15944	NVD-CWE-noinfo
CVE-2017-15945	CWE-732
CVE-2017-15946	CWE-89
CVE-2017-15947	CWE-79
CVE-2017-15948	CWE-79
CVE-2017-15949	CWE-89
CVE-2017-1595	CWE-200
CVE-2017-15950	CWE-119
CVE-2017-15951	CWE-20
CVE-2017-15953	CWE-119
CVE-2017-15954	CWE-119
CVE-2017-15955	CWE-476
CVE-2017-15956	CWE-20
CVE-2017-15957	CWE-434
